,id,name,tag_1,tag_2,tag_3,all_tags,peak_year,listen_count
61,61,Madonna,pop,dance,femalevocalists,"['pop', 'dance', 'electronic', 'popdance', 'femalevocalists', 'electropop', 'hot', 'guiltypleasures', 'disco', 'fierce', 'urbanpop', 'legend', '80s', 'alternative', '90s', 'rock', 'poprock', 'beautiful', 'sexy', 'favorites', 'classic', 'rainhadopop', 'madonna', 'bestofall', 'fuckme', '2008', 'getstupid', 'thebestofmadonna', 'gospel', 'bestsongever', 'amazing', 'awesome', 'britneyspears', 'christinaaguilera', 'loveatfirstlisten', 'holidaysoundtrack', 'standoutbeproud', 'herbest', 'partytime', '1980s', 'electronica', 'thebeowulfschoice', 'touchingsong', 'superstar', 'mellow', 'romantic', 'favfemalesingers', 'stupid', 'worstlyricsever', 'turkishdelight', '3', 'fuckyeah', 'popbitch', 'house', 'remix', 'dancepop', 'adultcontemporary', 'diva', 'queenofpop', 'queen', 'girlpower', 'rnb', 'soundtrack', 'ballad', 'love', 'cover', 'musical', 'live', 'party', 'singersongwriter', '80spop', 'ballads', '00s', 'usa', 'acapella', 'femalevocalist', 'american', 'piano', 'top40', 'justintimberlake', 'tyleradam', 'timbaland', 'missyelliott', 'tweet', 'aaliyah', 'kileydean', 'contemporaryrnb', 'mya', 'ginuwine', 'janetjackson', 'bubbasparxxx', 'indie', 'femalevoices', 'synthpop', 'psychedelic', 'rap', 'techno', 'funk', 'club', 'chillout', 'trance', 'hiphop', 'dark', 'urban', 'sad', 'sensual', 'jungle', 'relax', 'sex', 'crunk', 'cry', 'dirty', 'spanish', 'sexypop', 'sexybitchesdoitbetter', 'folkpop', 'cyndilauper', 'favorite', 'incomparable', 'icon', 'bitch', 'cool', 'metal', 'jazz', 'grunge', 'folk', 'guiltypleasure', 'vocalist', 'guitar', 'bass', 'awsome', 'concert', 'beauty', 'director', 'queenforever', 'thebestshow', 'thebestwomensinger', 'therichestsinger', 'bigdrums', 'loveit', 'glam', 'sexysongs', 'anime', 'classicrock', 'favouritesongs', 'charmed', 'female', 'showwoman', 'hit', 'acoustic', '2009', 'n1hot100billboard', 'stickyandsweettour', '1985', 'energetic', 'anthemic', '2000s', 'williamorbit', 'musictolistentoatnight', 'madonnademo', 'newwave', 'powerpop', 'fun', 'attitude', 'amazingvocal', 'popmusic', 'divas', 'lyricism', '1990s', 'poplife', 'poppleasure', 'fantasticpopalbum', '90goods', 'girlshit', 'femaleartists', 'reasonstolove80s', 'chilled', 'mad', 'confessionsonadancefloor', 'eletronic', '1991', 'memories', 'madoge16', 'madonnitaaaa', 'perfect', 'celebration', 'dontcryformeargentina', 'madge', 'instrumental', 'english', 'voguecardiff', 'artmaker', 'reallyqueen', 'dub', 'petshopboys', 'slowies', 'edit', 'seenlive', 'perfection', 'erotic', 'camp', 'housesociety', 'queenofmusic', 'dicktracy', 'oscarwinningsongs', 'songstolistento', 'viajemistico', 'truelegend', 'vocalistafeminimo', 'idolo', 'fave', 'mix', 'dancetrance', 'workoutmusic', 'maddie', 'bestmusicever', 'jamesbond', 'meutudo', 'minhatesuda', 'minhagostosa', 'lol', 'sorry', '2004', 'jam', 'obsession', 'jump', 'sexyy', 'daring', 'hungup', 'fab', 'dancante', 'epic', 'emotional', 'makesmewannadance', 'alltimefavorites', 'weeklytoptracks', 'weeklytopartists', 'essentialmadonna', 'tinosoft', 'popqueen', 'livinglegend', 'goddess', 'rainha', 'glamour', 'favoritesong']",2010,429
62,62,Icehouse,80s,newwave,newromantic,"['favsongs', 'newwavesongs', 'favartists', '1982songs', 'newwaveartists', '1984songs', 'instrumentals', 'scholessong', 'thepedofindergeneral', 'mypleasuredome', 'zadrotstvo', 'myfavfun', 'touchingsong', 'ogonj', 'nejlepsi', 'hellishsong', 'geniusatworkbrilliantsong', 'rock', 'synthpop', '1982', '80s', 'chillout', 'newwave', 'newromantic', 'best', 'dance', 'aussie', 'pop', 'favouritesongs', 'electronic', 'australian', 'retro', 'modernclassic', 'citynames']",2008,17
63,63,Sade,soul,jazz,chillout,"['chillzone', 'femalevocalists', 'soul', 'pop', 'chillout', 'jazz', 'sexy', 'piano', '80s', 'alternative', 'rnb', 'british', 'blues', 'crunk', 'dirty', 'johnny', 'funk', '4m4zinq', 'f4nt4stic', 'femalevocalist', 'smoothjazz', 'mellow', 'sad', 'mix', 'legend', '90s', 'lounge', 'classic', 'smooth', 'cool', 'best', 'jazzy', 'emotional', 'dreamy', 'sensual', 'uk']",2009,29
64,64,Moby,electronic,ambient,chillout,"['electronic', 'chillout', 'ambient', 'electronica', 'downtempo', 'melancholic', 'beautiful', '90s', 'energy', 'dreamy', 'sadandslow', 'sad', 'depressing', 'triphop', 'dance', 'alternative', 'singersongwriter', 'poetry', 'pop', 'rock', 'experimental', 'psychedelic', 'instrumental', 'space', 'indie', 'trance', 'house', 'techno', 'musthave', 'seenlive', 'dream', 'checkyourmetatag', 'ouifm', 'sexy', 'foreverinheart', 'lounge', 'soundtrack', 'colors', 'questions', 'bluesongs', 'rave', 'femalevocalists', 'american', 'live', 'piano', 'classic', 'cover', 'remix', 'faves', 'downbeat', 'single', 'bside', 'muterecords', 'slowies', 'songwithsamples', 'newvicious', 'moby', 'ifuckinglovethissong', 'newwave', 'jazz', 'indierock', 'malevocalists', 'usa', 'mellow', '80s', 'grunge', 'postpunk', 'indiepop', 'britpop', 'acousticrock', 'u2', 'amazing', 'favorites', 'favoritesongs', 'atmospheric', 'alternativerock', 'electro', 'relax', 'songsiabsolutelylove', 'rs']",2008,85
65,65,Dido,femalevocalists,pop,alternative,"['pop', 'alternative', 'singersongwriter', 'femalevocalists', 'british', 'chillout', 'ambient', 'downtempo', 'electronic', 'newage', 'melancholy', 'indie', 'acoustic', 'folk', 'indiepop', 'mellow', 'relaxing', 'chill', 'melancholic', 'beautiful', '90s', 'femalevocal', 'relax', 'female', 'stunning', 'soul', 'femalevocalist', 'piano', 'rock', 'folkrock', 'charmed', 'triphop', 'sexy', 'english', 'songsdianasangonxfactor', 'britpop', 'romantic', 'listenedmorethan10timesinarow', 'dido', 'love', 'leftovergrooves', 'easylistening', 'amazing', 'dreamy', 'breathtaking', 'fascinating']",2009,57
66,66,Depeche Mode,synthpop,electronic,newwave,"['electronic', 'industrial', 'newwave', '80s', 'dance', 'synthpop', 'electronica', 'british', 'electropop', '00s', 'awesome', 'electro', '90s', 'favourites', 'synth', 'synthwave', '80sawesome', '80sparty', 'ilove80s', 'melodic', 'brilliant', 'live', 'ilove90s', '10s', 'love', '80snewwave', 'english', 'romantic', 'depechemode', 'bestof80s', 'pop', 'rock', 'gossipgirl', 'beautiful', 'sexy', 'favorite', 'fuckingawesome', 'genius', 'takeyourshirtoffanddancetoit', 'helplesslysingingalong', 'greatbside', 'melancholic', 'alternative', 'legend', 'loveit', 'dark', 'newromantic', 'depressive', 'perfect', 'hypnotic', 'relaxing', 'thebest', 'musictocry', 'energy', 'sadandslow', 'amazingvocal', 'perfectlyrics', 'absolutelygenius', 'sensual', 'favsongs', 'favartists', 'synthpopsongs', 'britishartists', '1981songs', '1983songs', '1984songs', 'synthpopartists', 'bsides', 'wanttoseelive', 'epic', 'amazing', 'bestbandever', 'bestsongever', 'favouriteartists', '3', 'icanandwilllistentothissongallday', 'synthmope', 'chillout', 'ambient', 'fuckingamazing', 'davejumpsincrowdbackgroundfemalessinglouder', 'depechemodeliveblackcelebration', 'trance', 'mix', 'technoish', 'sex', 'seenlive', 'postpunk', 'alternativedance', '80spop', 'nothing', 'personaljesus', 'little15', 'newdress', 'lillian', 'policyoftruth', 'worldinmyeyes', 'uk', 'classicrock', 'malevocalists', 'metal', 'experimental', 'psychedelic', 'soundtrack', 'instrumental', '1981', 'defiant', 'resignation', 'bitter', 'oneofthebestsongsever', 'bestsongsever', 'artists', 'soundsoftheuniverse', 'triphop', 'newage', 'idm', 'indie', 'jazz', 'femalevocalists', 'folk', 'progressiverock', 'techno', 'favesongsever', 'tags', 'as', 'muitoboa', 'melhordosanos80', 'amazinglive', 'davegahan', 'fuckinggreat', 'daveisdancing', 'davegahanisshowingstriptease', 'datura', 'electrorock', 'violator', 'magical', 'house', 'indierock', 'indiepop', 'devotional', 'neverenough', 'gothrock', 'electroindustrial', 'gothic', 'disco', 'britpop', '1980s', 'avantgarde', 'vikingquest', 'welovethe80s', 'darkandnewwave', 'myfavourite', 'sotu', 'ohwell', 'myfavorites', '1008', 'goth', 'sexysongs', 'darkwave', 'acoustic', 'guiltypleasures', 'relax', 'foreverinheart', 'idols', 'bestremix', 'ilove', 'remix', 'expeirencegroup', 'favourtetracksever', 'dm', 'depechemodedm', 'musicalgenres', 'countries', 'time', 'violence', 'atmospheric', 'thebestsongsoftheworld', 'dub', 'piano', 'classic', 'faves', 'demo', 'downbeat', 'single', 'bside', 'muterecords', 'slowies', 'edit', 'songwithsamples', 'favouritesongs', 'europe', 'rio', 'dreams', 'melhorbandadomundo', 'boa', 'vozmarcante', 'clipesinistro', 'astag', 'bela', 'tagas', 'latenighttunes', 'favouritealbums', 'alternativeinthe1990s', 'electroclash', 'deep', 'neoelectro', 'deconstruction', 'postelectroclash', 'neopop', 'toocoolfornormaltags', 'microsound', 'deepelectro', 'cult', 'cesar', 'happy', 'singalong', 'sad', 'dancetrance', 'lovelovelove', 'hangon', 'lovely', 'deemeamoremio', 'singersongwriter', 'lovesong', 'electronicrock', 'favorites', 'nostalgic', 'nostalgia', 'favourite', 'greatsong', 'favoriteartist', 'favoriteartists', 'favoritesongs', 'favoritealbums', 'favoritebands', 'martingore', 'beautifulmusic', 'depechemodefavourites', 'incrediblevoice', 'alltimefavorites', 'alternativerock', 'lovemakingmusic', 'catchyashell', 'driving', 'yearnstobecovered', 'sexmusic', 'nighttime', 'stuffthatgetsmemoving', 'holyfuckingshitthisshitisfuckingawesome', 'essentialinstrumentalversions', 'party', 'tinosoft', 'newwaveandeighties']",2010,282
67,67,Caf̩ Del Mar,chillout,downtempo,lounge,"['chillout', 'ambient', 'downtempo', 'electronic', 'lounge', 'triphop', 'acidjazz', 'atmospheric', 'alternativerock', 'alternative', 'jazz', 'funk', 'femalevocalists', 'cafedelmar', 'leftovergrooves', 'amazing', 'world', 'relaxing', 'relax', 'fascinating', 'ethnicchill', 'etheric']",2009,7
68,68,Basia,femalevocalists,polish,femalevocalists,"['femalevocalists', 'polish']",2007,1
69,69,Camouflage,synthpop,newwave,electronic,"['electronic', 'newwave', 'synthpop', 'synth', '80s', 'disco', 'alternativedance', 'german', 'electro', '80spop', 'ambient', 'cover', 'alternative', 'house', 'seenlive', '90s', '80er', 'hangon']",2010,32
70,70,Electronic,electronic,soundtrack,dance,"['thebeowulfschoice', 'scholessong', 'pokraftwerkski', 'mypleasuredome', 'absolutedisco', 'electronic', 'alternative', 'newwave', 'myfavorites', '1992', 'soundtrack', 'dance', '90s', 'petshopboys', 'piano', 'manchester', 'single', 'edit', 'myloving', 'favoritesongs', 'vaguelyhomosexual']",2008,15
71,71,George Michael,pop,80s,90s,"['pop', 'guiltypleasures', '90s', 'mellow', 'lovesongs', 'christmas', 'chillout', 'singersongwriter', 'malevocalists', 'soul', 'funk', '80spop', 'gay', 'popbritish', '80s', 'dance', 'rock', 'officiallyshit', '00s', 'sexy', 'stylish', 'village', '1992', 'duets', 'atmospheric', 'newwave', 'acoustic', 'live', 'piano', 'faves', 'single', 'bside', 'slowies', 'songwithsamples', 'british', 'ballad', 'favorites', 'love', 'romantic', 'europe', 'seenlive', 'trance', 'house', 'dancetrance', 'parafornicar', 'handclaps', 'beautiful', 'leftovergrooves', 'epic']",2008,43
72,72,The Adventures,newwave,80s,alternative,"['newwave', '80s', 'alternative']",2010,2
73,73,Fiction Factory,newwave,80s,scottish,"['favsongs', 'newwavesongs', 'favartists', 'newwaveartists', '1984songs', 'pureauralsex', 'newwave', '80s', 'scottish', 'pop', 'synthpop', 'newromantic']",2009,1
74,74,Groove Armada,electronic,chillout,house,"['electronic', 'chillout', 'dance', 'house', 'electronica', 'ambient', 'british', '2010', '2009', 'malevocalist', 'myfav', 'groovearmada', 'blacklight', 'club', '1stvine', 'chilllatinhh', '00s', 'downtempo', 'lounge', 'triphop', 'seenlive', 'electro', 'chill', 'downbeat', 'piano', 'favouritesongs', 'cesar', 'mellow', '10s', 'unitedkingdom', 'disco']",2009,14
75,75,Portishead,triphop,electronic,chillout,"['triphop', 'femalevocalists', 'electronica', 'beautiful', 'haunting', 'downtempo', 'electronic', 'melancholic', 'alternative', 'instrumental', 'british', 'loveit', 'dark', 'hypnotic', 'musictocry', 'orgasm', 'chillout', 'jazz', 'sexy', '90s', 'indie', 'leveltwo', 'experimental', 'rock', 'mellow', 'chill', 'ambient', 'psychedelic', 'hiphop', 'ultimatefavorite', 'lounge', 'curiousabout', 'songsiveobsessedover', 'portishead', 'soundtrackofmylife', 'vocal', 'ouifm', 'terminator', 'sad', 'female', '00s', 'bestsongsofthe00s', 'britpop', 'acidjazz', 'postrock', 'pulsating', 'qsexy', 'favorites', 'favourite', 'avantgarde', 'dance', 'idm', 'singersongwriter', 'soul', 'lofi', 'favoriteartist', 'top100', 'pop', 'atmospheric', 'ethereal', 'industrial', 'melancholy', 'icelandic', 'uk']",2009,107
76,76,Marc Almond,newromantic,80s,cover,"['thebeowulfschoice', 'mypleasuredome', 'pop', 'newromantic', 'dancepop', 'newwave', 'synthpop', 'eurodance', 'electronic', '80s', 'alternative', 'uk', 'singersongwriter', 'british', 'disco', 'postpunk', 'favorites', '1980s', 'england', 'myfavorites', 'cover', '1992', 'atmospheric', '00s', '90s', 'danceelectronic80s', 'modernclassic', 'arebours', 'musthavealbums', 'newwaveandeighties']",2007,9
77,77,Cock Robin,80s,softrock,pop,"['80s', 'softrock', 'pop', 'newromantic', 'atmospheric', 'favoritebands']",2009,1
78,78,Cut Copy,electronic,electro,dance,"['electronic', 'indie', 'electro', 'dance', 'electronica', 'electropop', 'synthpop', 'australian', '00s', 'malevocalists', 'tyleradam', 'indierock', 'alternativedance', 'chillout', 'atmospheric', 'loveit', 'eletropop', 'myloving', 'electroclash', 'inthechillwavefamily', 'neoelectro', 'myelectrofeelings', 'triplej', 'seenlive', 'happy', 'mellow', 'dreamy', 'djgold', 'othergreattracks']",2010,41
79,79,Spandau Ballet,80s,newromantic,newwave,"['newwave', 'favsongs', 'newwavesongs', 'favartists', '1982songs', 'britishartists', '1981songs', 'newwaveartists', '1983songs', 'newromanticsongs', '1984songs', 'heavyfunk', 'greatlovesong', 'newromantic', 'synthpop', 'british', '80spop', '1982', '1981', '80s', '1980s', 'spandauballet', 'hit', 'pop', 'soundtrack', 'atmospheric', 'dance', 'faves', 'english', 'blitzplaylist', 'uk', 'england', 'sogay']",2008,21
80,80,Katie Melua,femalevocalists,jazz,blues,"['dance', 'house', 'femalevocalists', 'jazz', 'mellow', 'dazsfavourites', '00s', 'chillout', 'acoustic', 'ballad', 'love', 'easylistening', 'loveatfirstlisten', 'blues', 'cover', 'favorites', 'indie', 'soul', 'folk', 'pop', 'singersongwriter']",2010,18
81,81,Deacon Blue,80s,death,religion,"['80s', 'death', 'religion', 'colors', 'girlsnames', 'questions', 'pop', 'classic', 'faves', 'slowies']",2007,1
82,82,Gorillaz,alternative,electronic,hiphop,"['electronic', 'rock', 'alternative', 'indie', 'hiphop', 'electronica', 'damonalbarn', 'indiepop', 'chillout', 'dance', 'alternativerock', 'british', 'soul', 'electro', 'gorillaz', 'pop', 'electric', 'cool', 'sexysongs', 'experimental', 'indierock', '00s', 'britpop', 'country', 'triphop', 'alternativehiphop', 'ouifm', 'english', 'funk', 'monkeyrock', 'animals', 'cops', 'boysnames', 'famouspersons', 'quirky', 'seenlive', 'stoner', 'recos', '10s', '2010', '2005', 'unitedkingdom', 'daring', 'edgy', 'feelgoodinc', 'amazing', 'awesome', 'fun', 'loveatfirstlisten', 'fuckingawesome', 'sweet', 'triprock', 'awesomeness', 'theoc', 'tinosoft', 'favoritesong', 'uk']",2010,124
83,83,Lady Gaga,pop,dance,electronic,"['pop', 'electronic', 'dance', 'femalevocalist', 'popdance', 'femalevocalists', 'singersongwriter', 'rnb', 'electropop', 'hot', 'guiltypleasures', 'disco', 'fierce', 'urbanpop', '3', 'wanttoseelive', 'diva', 'legend', 'beautiful', 'bigvoice', 'icon', 'catchy', 'epic', 'loveit', 'ballad', 'addictive', 'dark', 'amazing', 'dancepop', '00s', 'sexy', 'gossipgirl', 'ladygaga', 'rock', 'soundtrack', 'awesome', 'whyonearthisthisjustabonustrack', 'loveatfirstlisten', 'ladygagaplayday', 'holidaysoundtrack', 'unreleased', 'underrated', 'oneofherbestsongs', 'herbest', 'amazingvoice', 'grossmeaningbutgoodsong', 'whyonearthwasntthisreleased', 'celebritieswhoonedayimdeterminedtomeet', '2010s', 'lady', 'can', 'you', 'just', 'gaga', 'hit', 'loveisweird', 'mothermonster', 'love', 'greatlyrics', 'excellentreasonforcrying', 'butthepartydontstop', 'boys', 'popbitch', 'iwasfightingwithmyselfnottolistentoitbutilost', 'ihaveadefinitefavoritepartinthissong', 'icanandwilllistentothissongallday', 'letsmakeasandwich', 'cap', 'piano', 'greatvoice', 'female', 'dance00s', 'theshit', 'sejoganabalada', 'electronica', 'american', 'party', 'club', '80s', 'glam', 'energy', 'synthpop', 'new', 'favoritesongs', 'theremix', 'ladygagapokerface', 'poker', 'favorites', 'acoustic', 'indiepop', 'fun', 'cover', 'femalevoices', 'covers', 'women', 'eargasm', 'techno', 'urban', 'favoritesong', 'fuckingamazing', 'lipssongs', 'summersongs', 'isawthemlive', 'ill', 'usa', 'bitch', 'energetic', '2000s', 'plagiadora', 'creep', 'galvao', 'addicted', 'queenofpop', 'game', 'queenofmusic', 'moreplays', 'queenoflastfm', 'lovegaga', 'littlemonster', 'queenofdance', 'justdance', 'thebestsinger', 'fame', 'godga', 'pleaseletmelickyou', 'overrated', 'onehitwonder', 'attentionseekingwhore', 'bornthisway', 'gay', 'fuckingawesome', 'monster', 'gagalicious', 'glamophonicelectronicdiscobaby', 'sad', 'dad', 'stefani', 'newyorkerin', 'germanotta', 'sterben', 'die', 'lovesong', 'the', 'schlecht', 'ilikeitrough', '4m4zinq', 'popbitches', 'addiction', 'eletropop', 'hooker', 'expressyourself', 'madonnacopy', 'justcouldnotgetanybetter', 'favorite', 'ilove', 'guiltypleasure', 'english', 'freak', 'artmaker', 'traveca', 'alternative', 'partytime', 'alwaysinmymind', 'personal', 'popsingles', 'tbu', 'ohsocatchy', 'thesesongsarejustamazing', 'sogossipgirl', 'fashion', 'allthebest', 'bestsongsofthe00s', 'ravengirlstop20', 'lovelygaga', 'postmodern', 'thefame', 'pretty', 'queen', 'happy', 'sex', 'nice', 'makemecry', 'makemefeelbetter', 'fuckinggood', 'bestvoice', 'hans', 'oneofthethousandsofthingswehaveincommon', 'vocalistafeminimo', 'upbeat', 'singalong', 'iaminlovewiththissong', 'hyper', 'ilovedancingabouttothislikeacompleteandutteridiot', 'soontobeclassic', 'hotlikemexicorejoice', 'seenlive', 'seeninconcert', 'popglamour', 'dane', 'colby', 'olhos', 'thebest', 'popicon', 'britneyspears', 'xtina', 'beeshopesteban', 'abril', 'fresno', 'gleefullysexual', 'xxxmas', '2010', 'demo', 'nothinonbuttheradio', '2008', '2009', 'perfect', 'glamorous', 'linda', 'eletronic', 'gostosa', 'ahazante', 'amodemaix', 'movingmyhipslikeyeah', 'supercatchy', 'hateherbutlikehermusic', 'sexyvideo', 'funky', 'eurodance', 'summer', 'aaaaa', 'absolutelyamazing', 'weeklytoptracks', 'weeklytopartists', 'thrashcore', 'funeraldoommetal', 'shit', 'suicidalblackmetal', 'officiallyshit', 'theworstthingevertohappentomusic', 'allthingsannoyingintheworldputtogetherintoonestupidbitch', 'trashbagfilledwithvomit', 'ponyrape', 'intensemuthafuckinpowerviolence', 'shitmusicisshit', 'northkoreaisbestkorea', 'fgsfds', 'shitonlyaretardwouldlistento', 'gaymetal', 'danecook', 'redone', 'melroseplace', 'powerpop']",2010,611
84,84,Kosheen,triphop,electronic,dance,"['chillout', 'downtempo', 'electronic', 'triphop', 'dance', 'alternative', 'electro', 'firstrateandfree', 'uk', 'british', 'drumandbass', 'vocal', 'party', 'favorite']",2008,6
85,85,Nik Kershaw,newwave,80s,synthpop,"['newwave', 'favsongs', '1984songs', 'thebeowulfschoice', 'mypleasuredome', 'myfavfun', 'synthpop', '80s', 'rock', 'singersongwriter', 'british', 'electronic', 'atmospheric', 'dance', 'alternative', 'malevocalists', 'favourites', 'english', '80silike', 'pop', 'uk', 'favoritebands']",2008,11
86,86,Vitamin Z,newwave,synthpop,80s,"['newwave', 'synthpop', '80s']",2008,1
87,87,Jean-Michel Jarre,ambient,electronic,instrumental,"['favsongs', '1984songs', 'electronicsongs', 'chillout', 'ambient', 'electronic', 'instrumental', 'newage', 'abstract', 'coisadedeus', 'newwave', 'pop', 'atmospheric', 'synthpop', '90s', 'jeanmichelejarre', 'frauenundtechnik', 'electro', 'seenlive', 'electronica']",2010,16
88,88,Ministry of Sound,chillout,downtempo,lounge,"['chillout', 'downtempo', 'lounge', 'triphop', 'acidjazz', 'clubhouse', 'groove', 'dance', 'cover']",2009,2
89,89,Simply Red,80s,soul,british,"['90s', 'dancepop', 'blueeyedsoul', 'adultcontemporary', 'alternative', 'british', 'malevocalists', 'soul', 'lipssongs', '80s', 'rock', '1992', 'sex', 'allthebest', 'bestsongsofthe80s', 'roy', 'kathy', 'pop', 'softrock', 'newwave', 'uk', 'seenlive', 'romantic', 'favoritesongs', 'dance', 'classichouse', 'newwaveandeighties', 'acoustic']",2007,13
90,90,Fleetwood Mac,classicrock,70s,80s,"['80s', 'pop', 'guiltypleasures', 'chillzone', 'miserable', 'classicrock', '70s', 'softrock', 'albumrock', 'adultcontemporary', 'rock', 'british', 'blues', 'femalevocalists', 'colors', 'bluesrock', '1969', 'bestsongsofthe80s', '60s', 'instrumental', 'instrumentalblues', 'amazing', 'california', 'momsvinylcollection', 'uk']",2010,42
91,91,Duffy,soul,femalevocalists,pop,"['indie', 'femalevocalists', 'singersongwriter', 'indiepop', 'jazz', 'rnb', 'soul', 'british', 'loveatfirstlisten', 'greatlyrics', 'chillout', 'femalevocalist', 'ballad', 'britpop', 'love', 'bestof2008', 'pop', 'mellow', 'femalevoices', 'women', '3', 'amazing', 'catchy', 'letsdance', 'powerfulvoice', 'ouifm', 'beautiful', 'addiction', 'faves', 'depress', 'lpa', 'ohsocatchy', 'songsisingwithmymom', 'allthebest', 'bestsongsofthe00s', 'duffy', 'riotgrrl', 'heysongyouresofuckingcute', 'tambourine', 'welsh', 'weeklytoptracks', 'weeklytopartists', 'albumsiown', 'memories', 'songsinevergetsickof']",2010,80
